lang	file	raw	intermediate1	intermediate2	updated
lkt	lkt-000-020	ˈnumpaʰ	n u m p a	numpa	numpa
lkt	lkt-000-021	iʃˈtaʰ	i ʃ t a	iʃta	iʃta
lkt	lkt-000-022	eˈhaniʰ	e h a n i	ehani	ehani
lkt	lkt-000-023	ʔaˈteʰ	ʔ a t e	ʔate	ʔate
lkt	lkt-000-024	ˈotaʰ	o t a	ota	ota
lkt	lkt-000-027	ˈãpoʰ	ã p o	ãpo	ãpo
lkt	lkt-000-028	ũˈkupiʰ	ũ k u p i	ũkupi	ũkupi
lkt	lkt-000-031	pʃĩʰ	p ʃ ĩ	pʃĩ	pʃĩ
lkt	lkt-000-035	kʃuʰ	k ʃ u	kʃu	kʃu
lkt	lkt-000-036	kʰtʃuʰ	kʰ t͡ʃ u	kʰt͡ʃu	kʰt͡ʃu
lkt	lkt-000-037	bloʰ	b l o	blo	blo
lkt	lkt-000-038	ˈglɛpeʰ	q̠ l ɛ p e	q̠lɛpe	ɡlɛpe
lkt	lkt-000-039	gənuˈgnuʃkaʰ	q̠ ə n u q̠ n u ʃ k a	q̠ənuq̠nuʃka	ɡənuɡnuʃka
lkt	lkt-000-040	igˈmũʰ	i q̠ m ũ	iq̠mũ	iɡmũ
lkt	lkt-000-046	sniʰ	s n i	sni	sni
lkt	lkt-000-047	ˈosmakaʰ	o s m a k a	osmaka	osmaka
lkt	lkt-000-048	ˈʃpukɛʃniʰ	ʃ p u k ɛ ʃ n i	ʃpukɛʃni	ʃpukɛʃni
lkt	lkt-000-049	juˈʃtãʰ	j u ʃ t ã	juʃtã	juʃtã
lkt	lkt-000-050	ʃkeʰ	ʃ k e	ʃke	ʃke
lkt	lkt-000-051	stʃuʰ	s t͡ʃ u	st͡ʃu	st͡ʃu
lkt	lkt-000-052	ʃloˈjeʰ	ʃ l o j e	ʃloje	ʃloje
lkt	lkt-000-053	ʃniʰ	ʃ n i	ʃni	ʃni
lkt	lkt-000-057	xloʰ	x l o	xlo	xlo
lkt	lkt-000-058	xnaʰ	x n a	xna	xna
lkt	lkt-000-059	xmũʰ	x m ũ	xmũ	xmũ
lug	lug-001-000	kùˈlímá	k u l i m a	kulima	kulima
lug	lug-001-001	kùˈli̋ːmá	k u l i m a	kulima	kulima
lug	lug-001-002	kùˈwérá	k u w e r a	kuwera	kuwera
lug	lug-001-003	kùˈwe̋ːrá	k u w e r a	kuwera	kuwera
lug	lug-001-004	kùˈwáβá	k u w a β a	kuwaβa	kuwaβa
lug	lug-001-005	kùˈwa̋ːβá	k u w a β a	kuwaβa	kuwaβa
lug	lug-001-006	kùˈwólá	k u w o l a	kuwola	kuwola
lug	lug-001-007	kuˈwőːlá	k u w o l a	kuwola	kuwola
lug	lug-001-008	kùˈtúlá	k u t u l a	kutula	kutula
lug	lug-001-009	kùˈtûːlá	k u t u l a	kutula	kutula
lug	lug-001-010	kùˈpípírà	k u p i p i r a	kupipira	kupipira
lug	lug-001-011	kùˈβíβírà	k u β i β i r a	kuβiβira	kuβiβira
lug	lug-001-012	kùˈβâ	k u β a	kuβa	kuβa
lug	lug-001-013	kûˈbbà	k u b b a	kubba	kubːa
lug	lug-001-014	ˈkkâpà	k k a p a	kkapa	kːapa
lug	lug-001-015	ˈppátà	p p a t a	ppata	pːata
lug	lug-001-016	kûˈttá	k u t t a	kutta	kutːa
lug	lug-001-017	kûˈddà	k u d d a	kudda	kudːa
lug	lug-001-018	kùˈtâ	k u t a	kuta	kuta
lug	lug-001-020	òˈβúdè	o β u d e	oβude	oβude
lug	lug-001-021	òˈβûddè	o β u d d e	oβudde	oβudːe
lug	lug-001-022	mùˈkázì	m u k a z i	mukazi	mukazi
lug	lug-001-023	mùgàˈzí	m u q̠ a z i	muq̠azi	muɡazi
lug	lug-001-024	ˈmjâká	m j a k a	mjaka	mjaka
lug	lug-001-025	ˈkkázì	k k a z i	kkazi	kːazi
lug	lug-001-026	kùˈgúlá	k u q̠ u l a	kuq̠ula	kuɡula
lug	lug-001-027	kȕˈggúɾá	k u q̠ q̠ u ɾ a	kuq̠q̠uɾa	kuɡːuɾa
lug	lug-001-028	βòˈnná	β o n n a	βonna	βonːa
lug	lug-001-029	bóˈggò	b o q̠ q̠ o	boq̠q̠o	boɡːo
lug	lug-001-030	kùˈfâ	k u f a	kufa	kufa
lug	lug-001-031	ˈkùvá	k u v a	kuva	kuva
lug	lug-001-032	kìˈfúmù	k i f u m u	kifumu	kifumu
lug	lug-001-033	ˈffúmù	f f u m u	ffumu	fːumu
lug	lug-001-034	kìˈvú	k i v u	kivu	kivu
lug	lug-001-035	ˈvvû	v v u	vvu	vːu
lug	lug-001-036	kùˈsâːzà	k u s a z a	kusaza	kusaza
lug	lug-001-037	kúˈzâːzà	k u z a z a	kuzaza	kuzaza
lug	lug-001-038	kùˈsá	k u s a	kusa	kusa
lug	lug-001-039	kȕˈssá	k u s s a	kussa	kusːa
lug	lug-001-040	màˈzíkè	m a z i k e	mazike	mazike
lug	lug-001-041	ˈzzíkè	z z i k e	zzike	zːike
lug	lug-001-042	mùˈtʃûŋgwá	m u t͡ʃ u ŋ q̠ w a	mut͡ʃuŋq̠wa	mut͡ʃuŋɡwa
lug	lug-001-043	mùˈdʒûŋgà	m u d͡ʒ u ŋ q̠ a	mud͡ʒuŋq̠a	mud͡ʒuŋɡa
lug	lug-001-044	ˈmmúlà	m m u l a	mmula	mːula
lug	lug-001-045	ˈmúʎà	m u ʎ a	muʎa	muʎa
lug	lug-001-046	ˈmàlá	m a l a	mala	mala
lug	lug-001-047	ˈmmâɾà	m m a ɾ a	mmaɾa	mːaɾa
lug	lug-001-048	nnâːˈnánsì	n n a n a n s i	nnanansi	nːanansi
lug	lug-001-049	ññâːˈñá	n n a n a	nnana	ɲːaɲa
lug	lug-001-050	ˈŋŋa̋ːŋâ	ŋ ŋ a ŋ a	ŋŋaŋa	ŋːaŋa
lug	lug-001-051	kùˈlí̂ːɾá	k u l i ɾ a	kuliɾa	kuliɾa
lug	lug-001-052	mùjâːjú	m u j a j u	mujaju	mujaju
lug	lug-001-053	mùˈwí	m u w i	muwi	muwi
lug	lug-001-054	mpàˈkâ	m p a k a	mpaka	mpaka
lug	lug-001-055	mbáɾá	m b a ɾ a	mbaɾa	mbaɾa
lug	lug-001-056	ˈnfűmbá	n f u m b a	nfumba	nfumba
lug	lug-001-057	ˈnvúβá	n v u β a	nvuβa	nvuβa
lug	lug-001-058	ˈndèˈgéjà	n d e q̠ e j a	ndeq̠eja	ndeɡeja
lug	lug-001-059	ˈñdʒègéré	n d͡ʒ e q̠ e r e	nd͡ʒeq̠ere	nd͡ʒeɡere
lug	lug-001-060	ŋgèˈgê	ŋ q̠ e q̠ e	ŋq̠eq̠e	ŋɡeɡe
lug	lug-001-061	̈ˈmbâ	m b a	mba	mbwa
lug	lug-001-062	ˈndwâddé	n d w a d d e	ndwadde	ndwadːe
lug	lug-001-063	ˈŋkwâ	ŋ k w a	ŋkwa	ŋkwa
lug	lug-001-064	ˈnswâ	n s w a	nswa	nswa
lug	lug-001-065	ȅtʃa̋ŋgwe	e t͡ʃ a ŋ q̠ w e	et͡ʃaŋq̠we	et͡ʃaŋɡwe
lug	lug-001-066	mùˈzígò	m u z i q̠ o	muziq̠o	muziɡo
lug	lug-001-067	mùzíˈgô	m u z i q̠ o	muziq̠o	muziɡo
mak	mak-000-000	pínaŋa	p i n a ŋ a	pinaŋa	pinaŋa
mak	mak-000-001	bínaŋa	b i n a ŋ a	binaŋa	binaŋa
mak	mak-000-002	tútu	t u t u	tutu	tutu
mak	mak-000-003	dúdu	d u d u	dudu	dudu
mak	mak-000-004	sikáŋkaŋ	s i k a ŋ k a ŋ	sikaŋkaŋ	sikaŋkaŋ
mak	mak-000-005	sigáŋgaŋ	s i q̠ a ŋ q̠ a ŋ	siq̠aŋq̠aŋ	siɡaŋɡaŋ
mak	mak-000-006	segáŋ	s e q̠ a ŋ	seq̠aŋ	seɡaŋ
mak	mak-000-007	mána	m a n a	mana	mana
mak	mak-000-009	ŋai	ŋ a i	ŋai	ŋai
mak	mak-000-011	dʒai	d͡ʒ a i	d͡ʒai	d͡ʒai
mak	mak-000-012	lómpo	l o m p o	lompo	lompo
mak	mak-000-013	ri	r i	ri	ri
mak	mak-000-014	njámaŋ	n j a m a ŋ	njamaŋ	njamaŋ
mak	mak-000-015	hállalaʔ	h a l l a l a ʔ	hallalaʔ	halːalaʔ
mak	mak-000-020	mánna	m a n n a	manna	manːa
mak	mak-000-021	bálloʔ	b a l l o ʔ	balloʔ	balːoʔ
mak	mak-000-022	mánna	m a n n a	manna	manːa
mak	mak-000-023	segáŋ	s e q̠ a ŋ	seq̠aŋ	seɡaŋ
mak	mak-000-024	seʔréa	s e ʔ r e a	seʔrea	seɡaŋ
mak	mak-000-025	sikáli	s i k a l i	sikali	sikali
mak	mak-000-026	pókoʔ	p o k o ʔ	pokoʔ	pokoʔ
mak	mak-000-027	dúdu	d u d u	dudu	dudu
mak	mak-000-028	táipa	t a i p a	taipa	taipa
mak	mak-000-029	taipáija	t a i p a i j a	taipaija	taipaija
mak	mak-000-030	tau	t a u	tau	tau
mak	mak-000-031	baíne	b a i n e	baine	baine
mak	mak-000-032	toána	t o a n a	toana	toana
mak	mak-000-033	lompóa	l o m p o a	lompoa	lompoa
mak	mak-000-034	tallúa	t a l l u a	tallua	talːua
mak	mak-000-035	tingía	t i n q̠ i a	tinq̠ia	tinɡia
mak	mak-000-036	seʔréa	s e ʔ r e a	seʔrea	seʔrea
mak	mak-000-037	bóeʔ	b o e ʔ	boeʔ	boeʔ
mak	mak-000-038	pálu	p a l u	palu	palu
mak	mak-000-039	pálu	p a l u	palu	palu
mak	mak-000-040	bátu	b a t u	batu	batu
mak	mak-000-042	ándiʔ	a n d i ʔ	andiʔ	andiʔ
mak	mak-000-044	pâʔrasáŋaŋa	p a ʔ r a s a ŋ a ŋ a	paʔrasaŋaŋa	paʔrasaŋaŋa
mak	mak-000-045	níaʔ	n i a ʔ	niaʔ	NA
mak	mak-000-046	kámaraʔ	k a m a r a ʔ	kamaraʔ	kamaraʔ
mak	mak-000-047	dámaraʔ	d a m a r a ʔ	damaraʔ	damaraʔ
mak	mak-000-048	seʔréa	s e ʔ r e a	seʔrea	seʔrea
mak	mak-000-049	pókoʔ	p o k o ʔ	pokoʔ	pokoʔ
mak	mak-000-050	lábuʔ	l a b u ʔ	labuʔ	labuʔ
mak	mak-000-051	láʔbu	l a ʔ b u	laʔbu	laʔbu
mak	mak-000-052	rápiʔ	r a p i ʔ	rapiʔ	rapiʔ
mak	mak-000-054	aréŋku	a r e ŋ k u	areŋku	areŋku
mak	mak-000-055	kámaraʔ	k a m a r a ʔ	kamaraʔ	kamaraʔ
mak	mak-000-057	rínni	r i n n i	rinni	rinːi
mak	mak-000-058	tíndro	t i n d r o	tindro	tindro
mal	mal-001-001	muːttʌ	m uː t t ʌ	muːttʌ	muːtːʌ
mal	mal-001-012	jen̪n̪ʌ	j e n̪ n̪ ʌ	jen̪n̪ʌ	jen̪ːʌ
mal	mal-001-013	jenne	j e n n e	jenne	jenːe
mal	mal-001-014	jeṇṇʌ	j e n n ʌ	jennʌ	jenːʌ
mal	mal-001-015	teːɲɲu	t eː ɲ ɲ u	teːɲɲu	teːɲːu
mal	mal-001-016	teːŋŋʌ	t eː ŋ ŋ ʌ	teːŋŋʌ	teːŋːʌ
mal	mal-001-017	ʌr̟ʌ	ʌ r̟ ʌ	ʌr̟ʌ	ʌr̟ʌ
mal	mal-001-018	ʌr̠ʌ	ʌ r̠ ʌ	ʌr̠ʌ	ʌr̠ʌ
mal	mal-001-019	wʌɹ̣ʌ	w ʌ ɹ ʌ	wʌɹʌ	wʌɹʌ
mal	mal-001-020	pur̟ʌ	p u r̟ ʌ	pur̟ʌ	pur̟ʌ
mal	mal-001-021	pur̠ʌ	p u r̠ ʌ	pur̠ʌ	pur̠ʌ
mal	mal-001-022	puɹ̣ʌ	p u ɹ ʌ	puɹʌ	puɹʌ
mal	mal-001-023	kʌr̟i	k ʌ r̟ i	kʌr̟i	kʌr̟i
mal	mal-001-024	kʌr̠i	k ʌ r̠ i	kʌr̠i	kʌr̠i
mal	mal-001-025	kʌɹ̣i	k ʌ ɹ i	kʌɹi	kʌɹi
mal	mal-001-026	kʌli	k ʌ l i	kʌli	kʌli
mal	mal-001-027	kʌḷi	k ʌ l i	kʌli	kʌli
mal	mal-001-028	rɑsɑm	r ɑ s ɑ m	rɑsɑm	rɑsɑm
mal	mal-001-029	wɑɕɑm	w ɑ ɕ ɑ m	wɑɕɑm	wɑɕɑm
mal	mal-001-030	wɩṣɑm	w s ɑ m	wsɑm	wɪsam
mlt	mlt-000-018	baŋk	b a ŋ k	baŋk	baŋk
mlt	mlt-000-026	vaːva	v aː v a	vaːva	vaːva
mlt	mlt-000-027	vaːvi	v aː v i	vaːvi	vaːvi
mlt	mlt-000-028	safar	s a f a r	safar	safar
mlt	mlt-000-034	ʃal̪pa	ʃ a l̪ p a	ʃal̪pa	ʃal̪pa
mlt	mlt-000-035	ʒbint̪	ʒ b i n t̪	ʒbint̪	ʒbint̪
mlt	mlt-000-036	ʒdiːdiː	ʒ d iː d iː	ʒdiːdiː	ʒdiːdiː
mlt	mlt-000-037	ħal̪ʔ	ħ a l̪ ʔ	ħal̪ʔ	ħal̪ʔ
mlt	mlt-000-038	ħambaʔ	ħ a m b a ʔ	ħambaʔ	ħambaʔ
mlt	mlt-000-039	ħapː	ħ a pː	ħapː	ħapː
mlt	mlt-000-042	tsiːja	t s iː j a	tsiːja	tsiːja
mlt	mlt-000-043	tsokː	t s o kː	tsokː	tsokː
mlt	mlt-000-044	dzoːna	d z oː n a	dzoːna	dzoːna
mlt	mlt-000-045	medzaniːn	m e d z a n iː n	medzaniːn	medzaniːn
mlt	mlt-000-047	tʃaːr	t͡ʃ aː r	t͡ʃaːr	t͡ʃaːr
mlt	mlt-000-048	tʃasː	t͡ʃ a sː	t͡ʃasː	t͡ʃasː
mlt	mlt-000-049	tʃektʃek	t͡ʃ e k t͡ʃ e k	t͡ʃekt͡ʃek	t͡ʃekt͡ʃek
mlt	mlt-000-050	tʃektʃiːk	t͡ʃ e k t͡ʃ iː k	t͡ʃekt͡ʃiːk	t͡ʃekt͡ʃiːk
mlt	mlt-000-051	dʒarː	d͡ʒ a rː	d͡ʒarː	d͡ʒarː
mlt	mlt-000-052	dʒenː	d͡ʒ e nː	d͡ʒenː	d͡ʒenː
mlt	mlt-000-053	bal̪ːu	b a l̪ː u	bal̪ːu	bal̪ːu
mlt	mlt-000-054	miːl̪	m iː l̪	miːl̪	miːl̪
mlt	mlt-000-055	fuːl̪	f uː l̪	fuːl̪	fuːl̪
mlt	mlt-000-056	waɾa	w a ɾ a	waɾa	waɾa
mlt	mlt-000-057	wents	w e n t s	wents	wents
mlt	mlt-000-058	dwaːl̪	d w aː l̪	dwaːl̪	dwaːl̪
mlt	mlt-000-059	fwaːr	f w aː r	fwaːr	fwaːr
mlt	mlt-000-060	twiːl̪	t w iː l̪	twiːl̪	twiːl̪
mlt	mlt-000-061	djaːr	d j aː r	djaːr	djaːr
mlt	mlt-000-062	bjaːr	b j aː r	bjaːr	bjaːr
mlt	mlt-000-063	ħjaːr	ħ j aː r	ħjaːr	ħjaːr
mlt	mlt-000-064	repħ	r e p ħ	repħ	repħ
mlt	mlt-000-065	rebːiəħ	r e bː i ə ħ	rebːiəħ	rebːiəħ
mlt	mlt-000-067	daɾa	d a ɾ a	daɾa	daɾa
mlt	mlt-000-068	daːɾa	d aː ɾ a	daːɾa	daːɾa
mlt	mlt-000-069	dʒaɾa	d͡ʒ a ɾ a	d͡ʒaɾa	d͡ʒaɾa
mlt	mlt-000-070	dʒaːɾa	d͡ʒ aː ɾ a	d͡ʒaːɾa	d͡ʒaːɾa
mlt	mlt-000-071	ħaɾa	ħ a ɾ a	ħaɾa	ħaɾa
mlt	mlt-000-072	ħaːɾa	ħ aː ɾ a	ħaːɾa	ħaːɾa
mlt	mlt-000-073	met̪a	m e t̪ a	met̪a	met̪a
mlt	mlt-000-074	ben̪a	b e n̪ a	ben̪a	ben̪a
mlt	mlt-000-075	mera	m e r a	mera	mera
mlt	mlt-000-076	sema	s e m a	sema	sema
mlt	mlt-000-077	ʃenã	ʃ e n ã	ʃenã	ʃenã
mlt	mlt-000-078	ʃeːnã	ʃ eː n ã	ʃeːnã	ʃeːnã
mlt	mlt-000-079	bini	b i n i	bini	bini
mlt	mlt-000-080	biːni	b iː n i	biːni	biːni
mlt	mlt-000-081	tini	t i n i	tini	tini
mlt	mlt-000-082	tiːni	t iː n i	tiːni	tiːni
mlt	mlt-000-085	moːd̪a	m oː d̪ a	moːd̪a	moːd̪a
mlt	mlt-000-086	oħrajn	o ħ r a j n	oħrajn	oħrajn
mlt	mlt-000-087	oħt̪	o ħ t̪	oħt̪	oħt̪
mlt	mlt-000-088	omː	o mː	omː	omː
mlt	mlt-000-089	buːt̪	b uː t̪	buːt̪	buːt̪
mlt	mlt-000-090	buːs	b uː s	buːs	buːs
mlt	mlt-000-091	ħuːt̪	ħ uː t̪	ħuːt̪	ħuːt̪
mlt	mlt-000-092	bidu	b i d u	bidu	bidu
mlt	mlt-000-093	fel̪u	f e l̪ u	fel̪u	fel̪u
mlt	mlt-000-094	ħel̪u	ħ e l̪ u	ħel̪u	ħel̪u
mlt	mlt-000-095	autuːr	a u t uː r	autuːr	autuːr
mlt	mlt-000-096	audituːr	a u d i t uː r	audituːr	audituːr
mlt	mlt-000-097	aurinaːr	a u r i n aː r	aurinaːr	aurinaːr
mlt	mlt-000-098	saut̪	s a u t̪	saut̪	saut̪
mlt	mlt-000-099	ʔaut̪	ʔ a u t̪	ʔaut̪	ʔaut̪
mlt	mlt-000-100	raut̪	r a u t̪	raut̪	raut̪
mlt	mlt-000-101	soɞa	s o ɞ a	soɞa	soɞa
mlt	mlt-000-102	soɞwa	s o ɞ w a	soɞwa	soɞwa
mlt	mlt-000-103	l̪oɞa	l̪ o ɞ a	l̪oɞa	l̪oɞa
mlt	mlt-000-105	ʃɪuja	ʃ ɪ u j a	ʃɪuja	ʃɪuja
mlt	mlt-000-106	d̪ɪuja	d̪ ɪ u j a	d̪ɪuja	d̪ɪuja
mlt	mlt-000-107	kʲɪuja	kʲ ɪ u j a	kʲɪuja	kʲɪuja
mlt	mlt-000-108	t̪ʲɪuja	t̪ʲ ɪ u j a	t̪ʲɪuja	t̪ʲɪuja
mlt	mlt-000-109	ħaɪt̪	ħ a ɪ t̪	ħaɪt̪	ħaɪt̪
mlt	mlt-000-110	taɪt̪	t a ɪ t̪	taɪt̪	taɪt̪
mlt	mlt-000-111	ħaɪr	ħ a ɪ r	ħaɪr	ħaɪr
mlt	mlt-000-112	taɪr	t a ɪ r	taɪr	taɪr
mlt	mlt-000-113	beɪt̪	b e ɪ t̪	beɪt̪	beɪt̪
mlt	mlt-000-114	beɪn̪	b e ɪ n̪	beɪn̪	beɪn̪
mlt	mlt-000-115	deɪl̪	d e ɪ l̪	deɪl̪	deɪl̪
mlt	mlt-000-116	deɪn̪	d e ɪ n̪	deɪn̪	deɪn̪
mlt	mlt-000-117	bɪəp/bɪəb̥	b ɪ ə p b ɪ ə b	bɪəpbɪəb	bɪəb̥
mlt	mlt-000-118	sɪəp/sɪəb̥	s ɪ ə p s ɪ ə b	sɪəpsɪəb	sɪəb̥
mlt	mlt-000-121	bahː	b a hː	bahː	bahː
mlt	mlt-000-122	baʔa	b a ʔ a	baʔa	baʔa
mlt	mlt-000-123	baʔːa	b a ʔː a	baʔːa	baʔːa
mlt	mlt-000-124	ʔabes	ʔ a b e s	ʔabes	ʔabes
mlt	mlt-000-125	ʔabːes	ʔ a bː e s	ʔabːes	ʔabːes
mlt	mlt-000-126	bɪtːʃa	b ɪ tː ʃ a	bɪtːʃa	bɪtːʃa
mlt	mlt-000-127	tʃɪtːʃa	t͡ʃ ɪ tː ʃ a	t͡ʃɪtːʃa	t͡ʃɪtːʃa
mlt	mlt-000-130	ħedːʒa	ħ e dː ʒ a	ħedːʒa	ħedːʒa
mlt	mlt-000-133	ptaɾam	p t a ɾ a m	ptaɾam	ptaɾam
mlt	mlt-000-134	gbar	q̠ b a r	q̠bar	ɡbar
mlt	mlt-000-135	dbendʒiːl̪	d b e n d͡ʒ iː l̪	dbend͡ʒiːl̪	dbend͡ʒiːl̪
mya	mya-001-000	ðwɔa	ð w ɔ a	ðwɔa	ðwɔa
mya	mya-001-001	t͡ʃʰi	t͡ʃʰ i	t͡ʃʰi	t͡ʃʰi
mya	mya-001-002	lu	l u	lu	lu
mya	mya-001-003	pei	p e i	pei	pei
mya	mya-001-004	l̥ɛ	l̥ ɛ	l̥ɛ	l̥ɛ
mya	mya-001-005	pjo	p j o	pjo	pjo
mya	mya-001-006	poʊ	p o ʊ	poʊ	poʊ
mya	mya-001-007	oʊ̃ŋ	o ʊ̃ ŋ	oʊ̃ŋ	oʊ̃ŋ
mya	mya-001-008	əˈpʰija	ə pʰ i j a	əpʰija	əpʰija
mya	mya-001-009	kʰãmˈja	kʰ ã m j a	kʰãmja	kʰãmja
mya	mya-001-010	ŋãˈmu	ŋ ã m u	ŋãmu	ŋãmu
mya	mya-001-011	det͡ʃə	d e t͡ʃ ə	det͡ʃə	det͡ʃə
mya	mya-001-012	mikʰo	m i kʰ o	mikʰo	mikʰo
mya	mya-001-013	la	l a	la	la
mya	mya-001-014	sʰḭ	sʰ ḭ	sʰḭ	sʰḭ
mya	mya-001-015	lu	l u	lu	lu
mya	mya-001-017	kʰɔ	kʰ ɔ	kʰɔ	kʰɔ
mya	mya-001-018	poʊ	p o ʊ	poʊ	poʊ
mya	mya-001-019	lɛ	l ɛ	lɛ	lɛ
mya	mya-001-021	θoʊ̃ŋna	θ o ʊ̃ ŋ n a	θoʊ̃ŋna	θoʊ̃ŋna
mya	mya-001-022	teia	t e i a	teia	teia
mya	mya-001-023	l̥ei	l̥ e i	l̥ei	l̥ei
mya	mya-001-024	ŋue	ŋ u e	ŋue	ŋue
mya	mya-001-025	kaʊ̃ŋ	k a ʊ̃ ŋ	kaʊ̃ŋ	kaʊ̃ŋ
mya	mya-001-026	pja	p j a	pja	pja
mya	mya-001-027	ʃe	ʃ e	ʃe	ʃe
mya	mya-001-028	su	s u	su	su
mya	mya-001-029	dĩneɪ	d ĩ n e ɪ	dĩneɪ	dĩneɪ
mya	mya-001-030	cʰi	cʰ i	cʰi	cʰi
mya	mya-001-031	pjo	p j o	pjo	pjo
mya	mya-001-032	poʊ̰	p o ʊ̰	poʊ̰	poʊ̰
mya	mya-001-033	əkʰu	ə kʰ u	əkʰu	əkʰu
mya	mya-001-034	əʃeɪ	ə ʃ e ɪ	əʃeɪ	əʃeɪ
mya	mya-001-035	pĩŋ	p ĩ ŋ	pĩŋ	pĩŋ
mya	mya-001-036	neɪ	n e ɪ	neɪ	neɪ
mya	mya-001-037	la	l a	la	la
mya	mya-001-038	tɔbɛ	t ɔ b ɛ	tɔbɛ	tɔbɛ
mya	mya-001-039	θi	θ i	θi	θi
mya	mya-001-041	lɛ̰ʔ	l ɛ̰ ʔ	lɛ̰ʔ	lɛ̰ʔ
mya	mya-001-042	tɪ̰ʔ	t ɪ̰ ʔ	tɪ̰ʔ	tɪ̰ʔ
mya	mya-001-043	pʰa̰ʔ	pʰ a̰ ʔ	pʰa̰ʔ	pʰa̰ʔ
mya	mya-001-044	kʰa̰ʔ	kʰ a̰ ʔ	kʰa̰ʔ	kʰa̰ʔ
mya	mya-001-045	ḛɪ̰ʔ	ḛ ɪ̰ ʔ	ḛɪ̰ʔ	ḛɪ̰ʔ
mya	mya-001-048	sa̰ɪ̰ʔjwɛ	s a̰ ɪ̰ ʔ j w ɛ	sa̰ɪ̰ʔjwɛ	sa̰ɪ̰ʔjwɛ
mya	mya-001-049	nɛʔpʰja	n ɛ ʔ pʰ j a	nɛʔpʰja	nɛʔpʰja
mya	mya-001-050	so̰ʔ	s o̰ ʔ	so̰ʔ	so̰ʔ
mya	mya-001-051	za̰ʔjoʊ̃ŋ	z a̰ ʔ j o ʊ̃ ŋ	za̰ʔjoʊ̃ŋ	za̰ʔjoʊ̃ŋ
mya	mya-001-052	mjɛ̰̃ʔna	m j ɛ̰̃ ʔ n a	mjɛ̰̃ʔna	mjɛ̰̃ʔna
mya	mya-001-053	kaʊ̃ŋ	k a ʊ̃ ŋ	kaʊ̃ŋ	kaʊ̃ŋ
mya	mya-001-054	əˈpʰeɪ	ə pʰ e ɪ	əpʰeɪ	əpʰeɪ
mya	mya-001-057	sʰɪŋ	sʰ ɪ ŋ	sʰɪŋ	sʰɪŋ
mya	mya-001-058	tʰweɪ	tʰ w e ɪ	tʰweɪ	tʰweɪ
mya	mya-001-059	lɛ̰ʔ	l ɛ̰ ʔ	lɛ̰ʔ	lɛ̰ʔ
mya	mya-001-060	seɪŋ	s e ɪ ŋ	seɪŋ	seɪŋ
mya	mya-001-061	ẽɪ̃ŋ	ẽ ɪ̃ ŋ	ẽɪ̃ŋ	ẽɪ̃ŋ
mya	mya-001-062	neɪŋ	n e ɪ ŋ	neɪŋ	neɪŋ
mya	mya-001-063	ḛɪ̰ʔ	ḛ ɪ̰ ʔ	ḛɪ̰ʔ	ḛɪ̰ʔ
mya	mya-001-064	tʊ̃ŋ	t ʊ̃ ŋ	tʊ̃ŋ	tʊ̃ŋ
mya	mya-001-065	tʊ̃ŋ	t ʊ̃ ŋ	tʊ̃ŋ	tʊ̃ŋ
mya	mya-001-066	tʊ̰̃	t ʊ̰̃	tʊ̰̃	tʊ̰̃
mya	mya-001-067	wɪ̰ʔ	w ɪ̰ ʔ	wɪ̰ʔ	wɪ̰ʔ
mya	mya-001-068	kãŋ	k ã ŋ	kãŋ	kãŋ
mya	mya-001-069	seʔku	s e ʔ k u	seʔku	seʔku
mya	mya-001-070	ˈkʰɛɾã	kʰ ɛ ɾ ã	kʰɛɾã	kʰɛɾã
mya	mya-001-071	əkʰu	ə kʰ u	əkʰu	əkʰu
mya	mya-001-072	ŋa̰	ŋ a̰	ŋa̰	ŋa̰
mya	mya-001-073	ŋwe	ŋ w e	ŋwe	ŋwe
mya	mya-001-074	sʰɪ̃ŋ	sʰ ɪ̃ ŋ	sʰɪ̃ŋ	sʰɪ̃ŋ
mya	mya-001-075	t͡ʃʰaʊ̰ʔ	t͡ʃʰ a ʊ̰ ʔ	t͡ʃʰaʊ̰ʔ	t͡ʃʰaʊ̰ʔ
mya	mya-001-076	t͡ʃʰa	t͡ʃʰ a	t͡ʃʰa	t͡ʃʰa
mya	mya-001-077	t͡ʃʰiː	t͡ʃʰ iː	t͡ʃʰiː	t͡ʃʰiː
mya	mya-001-078	ɛt͡ʃʰɪ̃	ɛ t͡ʃʰ ɪ̃	ɛt͡ʃʰɪ̃	ɛt͡ʃʰɪ̃
mya	mya-001-079	t͡ʃaʊʔ	t͡ʃ a ʊ ʔ	t͡ʃaʊʔ	t͡ʃaʊʔ
mya	mya-001-080	ət͡ʃẽɪ̃ŋ	ə t͡ʃ ẽ ɪ̃ ŋ	ət͡ʃẽɪ̃ŋ	ət͡ʃẽɪ̃ŋ
mya	mya-001-081	sɪ̰ʔ	s ɪ̰ ʔ	sɪ̰ʔ	sɪ̰ʔ
mya	mya-001-082	sɪ̃ŋsa	s ɪ̃ ŋ s a	sɪ̃ŋsa	sɪ̃ŋsa
mya	mya-001-083	sʰɪ̃ŋ	sʰ ɪ̃ ŋ	sʰɪ̃ŋ	sʰɪ̃ŋ
mya	mya-001-084	sʰɪ̃ŋ	sʰ ɪ̃ ŋ	sʰɪ̃ŋ	sʰɪ̃ŋ
mya	mya-001-085	zeɪ	z e ɪ	zeɪ	zeɪ
